,Product Details,ASIN,Brand,Price,Sales,Revenue,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
98,Hospital Grade Sanitiser Spray for Surfaces (250 ml) by INEOS Hygienics & Hospital Grade Hand Sanitiser (500ml) by INEOS Hygienics. Made with 75% Pharma Grade Alcohol,B096VB2SXM,INEOS Hygienics,7.35,10194,74926,91,,1,5,3168,7,216,Amazon,Health & Personal Care,,AMZ,,,06-08-2021
99,"Candy Kittens Tropical Mango Vegan Sweets - Palm Oil Free, Natural Fruit Flavour Candy - Gummy Chewy Gourmet Sweets, 54g (Pop Bag)",B07YPJ1P16,CANDY KITTENS,1,8783,8783,104,1.59,5,5,8622,6,247,Amazon,Food Cupboard,Standard Parcel,AMZ,3.7x5.3x1.5,0.13,10-03-2019
100,"Tassimo Costa Gingerbread Latte Coffee Pods (Pack of 5, Total 40 Coffee Capsules)",B07JVF2FCV,Tassimo,45,13377,601965,6,11.03,1,5,27494,9,223,Bountyville,Drinks,Large Oversize,FBA,6.7x15.4x6.1,4.74,09-03-2018
101,"Tassimo Milka Hot Chocolate Pods (Pack of 5, Total 80 Coffee Capsules)",B01MR4620T,Tassimo,19.93,13088,260844,15,5.96,15,5,23414,7,1545,,Drinks,Large Oversize,AMZ,6.7x15.5x6.3,4.14,11/24/2016
102,"Lavazza Qualità Rossa Coffee Beans, Espresso, 1Kg",B002PM23YC,Lavazza,10,13005,130050,19,3.48,25,5,13713,7,270,Amazon,Drinks,Large Oversize,AMZ,6.4x10.8x3.9,2.27,8/15/2008
103,Starbucks Blonde Espresso Roast by Nespresso Coffee Pods 8 x 10 Capsules,B07X63HBQ4,STARBUCKS,28,12987,363636,23,6.78,4,5,23218,8,223,,Drinks,Large Oversize,AMZ,6.3x11.5x3.3,1.5,10/23/2019
104,MONIN Premium Cinnamon Syrup 1 L,B004FN6TTO,Monin,9.35,12471,116604,28,3.42,12,5,20407,5,319,Amazon,Drinks,Large Oversize,AMZ,3.0x12.9x3.0,3.02,12-08-2010
105,"Yorkshire Gold, 200 Tea Bags with Tags (total 200 teabags)",B00GLTDKFQ,Yorkshire Tea,17.14,6884,117992,34,5.28,3,5,12783,9,544,,Drinks,Large Oversize,MFN,8.0x11.1x5.0,2.14,11-11-2013
106,"Amazon Brand - Solimo Nespresso Compatible Espresso Capsules, 50 capsules (1 x 50)",B08WSPWW6C,Solimo,6.26,12383,77518,37,2.84,1,4,23901,6,147,Amazon,Drinks,Large Oversize,AMZ,5.6x5.9x3.9,0.82,7/19/2021
107,IRN-BRU | 24 x 330ml Cans | BRU'd in Scotland Since 1901 to a Secret Recipe With 32 Flavours | It Tastes Magic,B0048F1VT2,IRN-BRU,7,10590,74130,48,6.04,20,5,7512,9,238,Amazon,Drinks,Large Oversize,AMZ,10.4x15.9x4.8,18.67,10/21/2010
108,"HIGH5 ZERO Electrolyte Hydration Tablets Added Vitamin C - (Berry, 20 Tab Tube)",B003AIF4Q4,HIGH5,4.19,17196,72051,16,2.54,13,5,7788,6,432,Amazon,Health & Personal Care,Standard Parcel,AMZ,5.7x10.0x1.1,0.22,01-01-2006
109,BARR American Cream Soda | 24 x 330ml Cans | A Fizzy Drink for Everyone | Fizzing with Flavour,B01LTIQAIM,Barr,6,11718,70308,51,5.96,27,5,9779,6,443,Amazon,Drinks,Large Oversize,AMZ,10.5x17.4x4.6,18.47,12/31/2012
110,RUBICON Sparkling Mango | 18 x 330ml Cans | Get Your Tastebuds Tingling with our Rubicon Sparking Range - Packed with Real Fruit Juice | Make the Unboring Choice,B07HVF8LY7,Rubicon,6,11915,71490,55,5.77,13,5,7619,6,347,Amazon,Drinks,Large Oversize,AMZ,8.0x16.1x4.7,14,9/29/2018
111,L’OR Coffee Pod Advent Calendar (24 Nespresso®* Compatible Coffee Capsules),B099MWTMN6,L'OR,26.2,11273,295353,52,6.44,5,5,8236,10,268,Premier Life Store,Drinks,Large Oversize,MFN,10.2x15.1x1.3,0.62,9/22/2021
112,"Nescafe Dolce Gusto Flat White Coffee Pods (Pack of 3, Total 48 Capsules)",B07HZFQHXZ,Dolce Gusto,10.5,11610,121905,53,4.11,29,5,8973,2,245,Amazon,Drinks,Large Oversize,AMZ,5.0x14.5x4.9,1.98,10-03-2018
113,Happy Anniversary for Coffee Lovers - Gift Set with 5 Unique Coffee Bags with Premium & Organic Ground Coffee from Around The World | Hamper Style Letterbox Present,B08HS8QJML,GROWER'S CUP,9.95,12891,128265,61,,1,5,5021,8,245,The Brew Company,Hampers & Gourmet Gifts,,MFN,,,09-07-2020
114,Twinings English Afternoon Tea 400 Tea Bags (Multipack of 4 x 100 Tea Bags),B01LXFRFO7,Twinings,14,11146,156044,67,4.8,9,5,9817,4,174,Amazon,Drinks,Large Oversize,AMZ,5.9x12.2x5.7,2.76,10-02-2016
115,Pukka Herbs | Active Tea Selection Box | Eco Friendly Gift | Christmas Gift | Green Tea Selection | Ideal Birthday Or Thank You Gift | Perfect For An Active Lifestyle | 45 Sachets | 5 Flavours,B089T15HQ4,Pukka Herbs,13.99,9575,133954,74,4.63,4,5,6682,9,165,,Drinks,Large Oversize,AMZ,9.7x11.0x1.9,1.08,06-04-2020
116,"Tassimo by Bosch Suny 'Special Edition' TAS3102GB Coffee Machine,1300 Watt, 0.8 Litre - Black",B081CYDZC1,Tassimo,29.99,10190,305598,33,8.73,22,5,5075,9,478,,Home & Kitchen,Large Oversize,AMZ,11.6x13.4x8.1,5.75,11-12-2019
117,"Nescafe Dolce Gusto Café Au Lait Coffee Pods (16 Count of Pack of 3, Total 48 Capsules)",B007PRVELU,Dolce Gusto,10.5,10710,112455,80,4.11,15,5,8625,6,181,Amazon,Drinks,Large Oversize,AMZ,5.0x14.4x5.0,1.83,11/26/2011
118,"Twinings Superblends Beetroot Tea with Ginger & Orange, 20 Teabags",B07W14FQCD,Twinings,1.35,9279,12527,96,2.37,4,5,4654,1,208,Amazon,Drinks,Standard Parcel,AMZ,3.1x5.1x2.7,0.18,11/30/2020
119,Azera Americano Barista Style Instant Coffee 200 Sachets,B072L79WB9,NESCAFÉ,34.99,8352,292236,78,7.85,11,5,3235,5,67,Amazon,Drinks,Large Oversize,AMZ,5.6x9.8x5.6,1.3,4/26/2017
120,"Tassimo L'OR Latte Macchiato Coffee Pods (Pack of 5, Total 80 Coffee Capsules)",B01M5CYXU7,Tassimo,19.93,9568,190690,91,5.71,10,5,4243,5,209,,Drinks,Large Oversize,AMZ,6.8x15.4x6.2,4.7,10/18/2016
121,"Simply Banana Syrup, 250 ml",B079H59GS8,Simply,4,8156,32624,106,2.54,1,4,8415,1,195,Amazon,Drinks,Large Oversize,AMZ,2.0x7.9x1.8,0.75,1/15/2018
122,"Fever-Tree Refreshingly Light Aromatic Tonic Water 8 x 150ml (Pack of 3, Total 24 cans)",B086LKT8KK,FEVER-TREE,11.97,9290,111201,127,6.45,4,5,2270,5,183,Amazon,Drinks,Large Oversize,AMZ,8.4x12.9x3.6,9.92,3/27/2020
123,"Tetley Original Tea , 480 Tea bags(Pack of 6)",B0077PSEA4,Tetley,12.84,9096,116793,123,4.87,9,5,6516,5,119,Amazon,Drinks,Large Oversize,AMZ,5.7x16.1x5.2,3.86,12/19/2011
124,"Taylors of Harrogate Decaffe Coffee Bags - 10 enveloped bags (Pack of 3, total of 30 Coffee Bags)",B071ZPG6TC,Taylors of Harrogate,6,8971,53826,81,2.99,4,5,5741,12,185,Amazon,Home & Kitchen,Large Oversize,AMZ,5.4x11.5x3.5,0.93,5/24/2017
125,"Highland Spring Still Spring Water, 6 x 1.5L",B016OVGU5M,Highland Spring,3.25,9764,31733,140,6.56,15,5,4232,7,298,Amazon,Drinks,Large Oversize,AMZ,10.1x13.5x6.6,21.32,11-12-2015
126,"Red Bull Energy Drink, 250 ml, Pack of 12",B072VTRG79,Red Bull,9.75,1624,15834,136,5.33,8,5,3557,9,-2766,,Drinks,Large Oversize,AMZ,5.4x12.7x4.3,7.39,4/28/2016
127,"Funkin Pro Passion Fruit Puree for Cocktails, Cooking & Baking, Real Fruit Cocktail Ingredients, Puree Mixer 1 kg",B004S7C41E,Funkin,8.99,8124,73035,145,3.39,20,5,5099,8,147,Amazon,Drinks,Large Oversize,AMZ,5.2x9.0x3.3,2.31,11/17/2010
128,"Starbucks Blonde Espresso Roast by Nescafe Dolce Gusto Coffee Pods, 6 x 12 (72 Pods/72 Servings)",B07X431KPD,STARBUCKS,16.01,9470,151615,160,5.54,4,5,10114,10,121,E.U. Xtores,Drinks,Large Oversize,MFN,9.1x13.5x5.4,2.14,10/23/2019
129,"OATLY Oat Drink Barista Edition, Pack of 6",B01CJXO4LQ,OATLY,12.49,10142,126674,162,7.19,17,5,5007,4,85,,Fresh & Chilled,Large Oversize,MFN,10.4x13.6x9.2,14.75,2/28/2016
130,"illy Coffee, Classico Ground Coffee, Classic Roast, 100 Percent Arabica Coffee Beans, 250 g & Dark Roast for Filter Coffeemakers, 250g, Pack of 1",B096VCBBJX,illy,10.4,7874,81890,191,,1,5,6337,6,33,Amazon,Drinks,,AMZ,,,06-08-2021
131,"Monin Special Occasion Coffee Syrups Gift Set, Gingerbread, Salted Caramel, Honeycomb, 150 millilitre",B08N6V39XR,Monin,7.49,3746,28058,165,2.82,3,5,5765,3,43,Universal Product Solutions,Drinks,Large Oversize,FBA,5.9x6.6x1.7,0.93,11-03-2020
132,"Monin Vanilla Syrup, 1L",B004FNDMT4,Monin,9.35,8524,79699,155,3.42,18,5,5274,7,152,,Drinks,Large Oversize,AMZ,3.0x13.0x3.0,3.02,12-08-2010
133,"Nescafé Dolce Gusto Americano Intenso Coffee Pods, 16 Capsules",B0151IDC3C,Nescafé Dolce Gusto,3.5,7146,25011,174,2.62,11,5,1634,1,176,Amazon,Drinks,Small Oversize,AMZ,4.8x4.9x4.8,0.51,11-12-2015
134,"Pukka Herbs | Calm Tea Collection Gift | Perfect for Calming | Ideal For Birthday, Thank You or Anniversary | 30 Sachets | 5 Flavours",B09FYJNHL3,Pukka Herbs,9.99,5111,51059,179,3.15,4,5,69,3,0,,Drinks,Small Oversize,AMZ,4.1x5.9x4.0,0.4,09-10-2021
135,"by Amazon Nespresso Compatible Espresso Capsules, 50 capsules",B093SYX2RK,by Amazon,7.92,4341,34381,195,2.98,2,4,1369,4,795,Amazon,Drinks,Large Oversize,AMZ,5.7x5.7x3.9,0.82,7/19/2021
136,"Starbucks Caffè Verona by Nespresso Dark Roast Ground Coffee 200 g, Pack of 6",B07X63KLL5,STARBUCKS,17.8,9533,169687,188,5.63,7,5,7032,6,125,Amazon,Drinks,Large Oversize,AMZ,7.7x15.1x3.9,3.13,10/23/2019
137,Simply Almond Syrup 1 Litre,B004FN9QNK,Simply,7.42,7819,58017,190,3.27,4,4,6533,5,183,Amazon,Drinks,Large Oversize,AMZ,3.2x11.8x3.2,2.91,12-08-2010
138,"Illy Classic Roast Coffee Beans, Medium Roast, 250 g",B000VOCQPW,illy,4.9,6661,32639,280,2.73,9,5,6283,6,40,Amazon,Drinks,Large Oversize,AMZ,3.6x5.7x3.5,0.84,01-01-2008
139,"Lindt Hot Chocolate, 300g - a rich and creamy, vegan friendly drinking chocolate",B09GQ544CH,Lindt,4,5562,22248,218,2.66,13,5,76,4,51,,Drinks,Large Oversize,AMZ,3.3x5.9x3.3,0.75,9/20/2021
140,"Lavazza Qualita Rossa, Arabica and Robusta Medium Roast Ground Coffee, 250 g, (Pack of 12)",B00DX4SAHK,Lavazza,33.99,7014,238406,177,10,9,5,3059,7,14,JAMBO SUPPLIES,Drinks,Large Oversize,MFN,7.9x9.8x5.7,6.88,6/24/2013
141,"SiS Go Hydro, Zero Sugar Effervescent Electrolyte Tablets, for improved hydration and recovery. (Berry) 20 pack",B008AGN01C,Science in Sport,6,8211,49266,256,2.7,12,5,5667,6,179,Amazon,Grocery,Standard Parcel,AMZ,1.1x5.7x1.1,0.22,3/25/2011
142,"Carabao Energy Drink Green Apple, 12 x 330ml Case Cans, Low Calories and less Sugar, Tasty Fizzy Flavour, Vegan, Vitamin B, Taurine and Caffeine with Zero Crash, Bulk crates, Multipack",B084MKY4X2,Carabao,7.2,7655,55116,209,5.21,5,4,4069,6,196,Amazon,Drinks,Large Oversize,AMZ,7.0x9.4x5.8,9.35,02-04-2020
143,"Lavazza Qualità Rossa, Ground Coffee Espresso, Arabica and Robusta Medium Roast 500 g Pack",B006XFUK6K,Lavazza,5.5,6065,33358,256,2.95,25,5,2104,7,117,Amazon,Drinks,Large Oversize,AMZ,3.9x8.0x2.5,1.15,1/14/2012
144,"Amazon Brand - Solimo Coffee Beans, 1 kg (1 x 1 kg)",B08WSQMK7D,Solimo,6.72,2250,15120,221,3.28,1,4,7632,4,0,Amazon,Drinks,Large Oversize,AMZ,7.3x11.2x3.1,1.01,5/28/2021
145,"Lavazza A Modo Mio Lungo Dolce,Coffee Pods Espresso, 100% Arabica, 36 capsules",B00KZERW6G,Lavazza,9.6,6815,65424,244,3.11,4,5,2846,11,105,Amazon,Drinks,Large Oversize,AMZ,5.7x5.8x2.9,0.79,10/30/2014
146,MONIN Premium Caramel Sugar Free Syrup 1 L & 10 ml pump for 1 L PET and 25 cl MONIN Premium Syrup bottles,B096V7WYCH,Monin,16.99,6553,111335,273,,1,5,5181,5,62,Amazon,Drinks,,AMZ,,,06-08-2021
147,"Nescafé Gold Cappuccino Unsweetened Taste Coffee, 50 Sachets X 14.2G",B000O1IAAC,NESCAFÉ GOLD,13.99,6179,86444,254,4.95,32,5,4861,8,235,E.U. Xtores,Drinks,Large Oversize,MFN,7.8x9.4x4.4,2.07,11-10-2006
148,"Simply Sugar Free Caramel Syrup, 1 L",B08QNY7WW7,Simply,7.25,6027,43696,285,3.25,4,5,1876,1,173,Amazon,Drinks,Large Oversize,AMZ,3.3x11.8x3.2,2.38,12-10-2020
149,"Taylors of Harrogate After Dark Ground Coffee, 227g (Pack of 6)",B00EGSYHVU,Taylors of Harrogate,22.5,1925,43313,301,7.48,2,5,2721,6,237,Amazon,Drinks,Large Oversize,AMZ,7.9x15.3x4.3,3.42,2/25/2013
150,"Twinings Pure Green Tea Decaffeinated 20 Single Tea Bags, 35g",B017IYG0I6,Twinings,2,5177,10354,274,2.38,6,5,2341,4,63,Amazon,Drinks,Standard Parcel,AMZ,3.1x5.2x1.8,0.11,11-12-2015
151,"Lavazza Crema e Aroma, Arabica and Robusta Medium Roast Coffee Beans, Pack of 1 kg",B000FWHWGS,Lavazza,15.29,7698,117702,293,5,11,5,9832,7,148,,Drinks,Large Oversize,AMZ,6.9x11.2x3.9,2.98,1/21/2009
152,"Fiji Natural Artesian Water Bottles, 12 x 1L",B00DEDNR7S,Fiji Water,23.97,5719,137084,288,10.81,25,5,2855,5,39,Amazon,Drinks,Large Oversize,AMZ,9.7x12.8x9.6,28.57,3/25/2015
153,Oatly Oat Drink Organic 1 Litre (Pack of 6),B0168UVSK6,OATLY,7.2,5859,42185,316,5.87,9,4,1733,7,21,Amazon,Grocery,Large Oversize,AMZ,8.4x8.9x6.7,14.31,2/28/2016
154,"Rude Health Organic Almond Barista Drink, 1 L 851",B07Y8M3G2C,Rude Health,1.87,5207,9737,323,2.81,2,4,929,6,0,Amazon,Fresh & Chilled,Large Oversize,AMZ,3.0x8.1x2.7,2.36,9/23/2019
155,"Highland Spring Sparkling Spring Water, 6x500ml",B016OVG9XU,Highland Spring,,4105,,481,,1,5,1095,1,48,Amazon,Drinks,Large Oversize,AMZ,8.2x9.1x5.4,7.14,11-12-2015
156,Nescafé Gold Blend Instant Coffee Tin 1Kg,B01B502UCO,NESCAFÉ GOLD,45.87,3906,179168,324,9.68,6,5,1155,7,10,Amazon,Drinks,Large Oversize,AMZ,8.2x9.8x4.2,2.95,02-01-2012
157,"Yorkshire Tea Bedtime Brew Tea Bags, Pack of 4 (Total of 160 Tea Bags)",B07MC44ZLM,Yorkshire Tea,9.2,6123,56332,350,3.25,5,5,4137,6,111,Amazon,Drinks,Large Oversize,AMZ,6.2x11.3x3.8,1.28,01-04-2019
158,"Highland Spring Still Spring Water, 24x330ml",B016OVG6LK,Highland Spring,4.5,4793,21569,334,5.84,17,5,1324,6,53,,Drinks,Large Oversize,MFN,9.4x14.8x6.6,18.92,11-12-2015
159,"RUBICON Spring Black Cherry Raspberry | 12 x 500ml Bottles | Flavoured Sparkling Spring Water, 15 Calories or Less per bottle | Make the Unboring Choice",B06XWR1Z63,Rubicon,13.54,5430,73522,354,7.35,20,5,2064,6,117,,Drinks,Large Oversize,MFN,9.0x10.0x7.0,13.93,9/13/2016
160,"Plenish Almond Milk Drink| 8 x 1 Litre | Vegan, Organic and Unsweetened",B01ETMDCYA,PLENISH,17,5831,99127,331,8.07,6,5,1582,12,86,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.7x11.9x6.4,18.65,4/26/2016
161,"Amazon Brand - Happy Belly Ground Coffee ""Caffè Intenso"" (2 x 250g)",B08WSP3QFK,Happy Belly,5.74,5032,28884,300,2.68,1,4,4847,5,60,Amazon,Drinks,Large Oversize,AMZ,5.9x6.3x1.9,1.15,8/23/2021
162,Sevenhills Wholefoods Organic Cacao Powder 1kg,B00M423I92,sevenhills wholefoods,8.99,5353,48123,390,3.39,1,5,4450,8,68,Sevenhills Wholefoods,Grocery,Large Oversize,FBA,9.1x13.2x3.0,2.27,7/25/2014
163,Robinsons Fruit Squash - Low Calorie - Double Strength - Summer Fruits 1.75 Litre,B071GNPGYM,Robinsons,2.25,3512,7902,386,3.09,4,5,1109,2,20,Amazon,Drinks,Large Oversize,AMZ,3.8x12.4x3.7,4.03,6/13/2017
164,"Tassimo Variety Pack Costa Coffee Favourites - (Pack of 5, Total 56 Coffee Capsules)",B01AM32EPI,Tassimo,26.45,3787,100166,380,6.96,4,5,4189,5,52,Amazon,Drinks,Large Oversize,AMZ,6.7x15.6x6.4,3.99,04-08-2021
165,"Campari Bitter 70cl, 25% ABV - Italian Spirit Aperitif - The Heart Of The Negroni",B003ZIU1O4,Campari,12.5,5418,67725,591,4.19,20,5,2811,9,45,Amazon,"Beer, Wine & Spirits",Large Oversize,AMZ,4.6x14.8x4.6,3.13,10-11-2010
166,MONIN 10ml pump for 1L PET and 25cl MONIN Premium Syrup bottles,B00JBCNUE6,Monin,5.99,4482,26847,407,2.7,16,5,7729,1,77,,Drinks,Large Envelope,AMZ,6.4x8.5x1.3,0.07,9/27/2012
167,"Nescafe Azera Americano Instant Coffee, 100g",B0151IEUMY,NESCAFÉ,2.9,2814,8161,420,2.48,11,5,2398,4,135,Amazon,Drinks,Small Oversize,AMZ,2.9x5.2x2.8,0.33,11-12-2015
168,Advent Calendar 2021 for Coffee Lovers - Includes 25 Organic & Decaf Gourmet Ground Coffees of The World | Christmas Set for Men & Women | Hamper Style Gift Idea with Unique Coffee Brewer Concept,B076Q9SWK6,GROWER'S CUP,38.95,76,2960,11823,8.86,2,5,807,8,0,The Brew Company,Grocery,Large Oversize,FBA,8.7x15.7x8.6,3.44,10/24/2017
169,"Nescafé Dolce Gusto Chococino Coffee Pods (Pack of 3, 48 Capsules)",B074M6M2L4,Nescafé Dolce Gusto,10.5,5056,53088,382,4.26,19,5,2666,8,49,Amazon,Drinks,Large Oversize,AMZ,5.1x14.6x5.1,2.43,4/29/2015
170,"Cawston Press Apple & Elderflower Pressed Juice, 1 l, Pack of 6",B01LB6ZWLI,Cawston Press,13.8,5045,69621,441,7.39,4,5,1590,5,50,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.7x10.0x6.6,14.75,6/27/2019
171,HIGH5 Energy Gel Quick Release Energy On The Go from Natural Fruit Juice (20 x 40g Sachets) (Apple),B008E43RY0,HIGH5,11.75,3097,36390,494,4.3,15,5,3164,5,131,Amazon,Health & Personal Care,Large Oversize,AMZ,4.7x6.6x4.2,1.98,6/19/2012
172,"Nescafé Dolce Gusto Latte Macchiato Coffee Pods, 3 x 16 each",B088X8JZK9,Dolce Gusto,12.44,4970,61827,425,4.4,21,5,1511,6,119,Amazon,Drinks,Large Oversize,AMZ,5.0x14.5x5.0,1.96,05-06-2020
173,Amazon Brand - Happy Belly Select Brazilian Coffee Beans - Rainforest Alliance Certified - 1Kg (2 Packs x 500gr),B08FRSX4F5,Happy Belly Select,10.49,3627,38047,435,4.26,1,4,1495,6,43,Amazon,Drinks,Large Oversize,AMZ,7.3x8.2x5.8,3.02,03-08-2021
174,Buyagift Afternoon Tea Gift Experience Box - 465 traditional afternoon tea experiences across the UK,B01LNU1FA4,Buyagift,27.99,789,22084,433,6.05,5,5,563,9,11,Buyagift & Red Letter Days,Grocery,Large Oversize,FBA,6.3x6.4x0.7,0.77,9/15/2016
175,MOMA Barista Edition Oat Milk | 6 x 1L | 100% Plant Based Vegan | Made with the whole of the oat for added fibre & a delicious flavour | No Added Sugar | Oat Drink,B07Z3TBBL8,MOMA,10.8,4326,46721,463,,7,5,908,9,44,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.6x9.3x6.4,14.33,10/14/2019
176,Matcha Green Tea Powder (Super Tea) 50g by PureChimp | Ceremonial Grade from Japan | Pesticide-Free | Recyclable Glass Jar & Aluminium Lid,B00HNDSOCI,PureChimp,9.95,4935,49103,465,3,2,5,10896,6,97,PureChimp,Drinks,Small Oversize,FBA,2.5x2.6x2.5,0.37,06-02-2014
177,Nespresso Original Coffee Capsules (Mixed) 50,B0099HD3YA,Nespresso,24,4626,111024,372,6.17,33,5,27332,6,24,Mr&Mrs Coffee Beans,Drinks,Large Oversize,FBA,7.7x11.5x2.0,1.01,5/22/2011
178,"Cadbury Fair Trade Drinking Chocolate, 1 Kg, 612582",B003EJEXMA,Cadbury,7.15,3537,25290,452,3.24,16,5,1924,2,42,,Drinks,Large Oversize,AMZ,6.2x6.3x4.0,2.54,3/30/2010
179,Note d'Espresso- Vacuum-Packed Arabica Coffee Beans- 1000 g x 2 Pack,B07X5CQ49F,Note d'Espresso,14.24,4149,59082,543,6.32,1,4,5787,9,769,Amazon,Drinks,Large Oversize,AMZ,9.2x10.3x6.4,4.74,11-05-2019
180,"NESCAFÉ Original Instant Coffee Granules, 1 kg",B01B53BPCM,NESCAFÉ Original,26.76,5161,138108,360,6.75,30,5,2249,4,27,,Drinks,Large Oversize,AMZ,8.1x9.7x4.1,2.91,10/23/2013
181,MONIN Premium Vanilla Sugar Free Syrup 1L,B005KLWD3G,Monin,11,4572,50292,457,4.34,17,5,2466,5,43,Amazon,Drinks,Large Oversize,AMZ,3.1x12.8x3.0,2.4,01-01-2008
182,Robinsons Fruit Squash - Low Calorie - Double Strength - Orange 1.75 Litre,B017NVFQQG,Robinsons,2.25,3560,8010,459,3.09,5,5,1844,3,23,Amazon,Drinks,Large Oversize,AMZ,3.9x12.2x3.7,4.06,11-12-2015
183,"Nesquik Chocolate Milkshake Mix, 300g",B0151IEB46,Nesquik,2.3,3146,7236,514,2.52,11,5,2724,8,24,Amazon,Drinks,Large Oversize,AMZ,3.7x5.0x2.8,0.75,11-12-2015
184,"Lavazza Espresso Aromatico, Arabica and Robusta Light Roast Coffee Beans, 1 kg Pack",B084B99W1F,Lavazza,15.75,4573,72025,544,5.07,3,5,2016,8,0,Amazon,Drinks,Large Oversize,AMZ,6.0x8.7x3.5,2.25,10/22/2020
185,"Taylors of Harrogate Especially for Espresso Coffee Beans, 227 g, Pack of 6",B08TJ3HQKY,Taylors of Harrogate,22.5,3786,85185,419,6.35,2,5,1586,6,18,Amazon,Drinks,Large Oversize,AMZ,7.9x15.4x4.4,3.33,1/14/2021
186,Heath & Heather Raspberry Leaf Tea 50 Bags,B004FN5NZ0,Heath & Heather,3.99,3719,14839,540,2.52,17,5,2673,1,55,Amazon,Drinks,Small Oversize,AMZ,3.5x5.4x2.7,0.29,12-08-2010
187,"San Francisco Bay Coffee Colombia Supremo, Whole Bean, 908g",B0058E62AK,San Francisco Bay,9.49,4407,41822,539,3.43,6,4,3510,6,68,Amazon,Drinks,Large Oversize,AMZ,6.1x7.6x4.3,2.05,6/27/2011
188,"Clipper Organic White Teabags, 6 x 26 Teabags",B07HNFRSRJ,Clipper,11.4,1030,11742,580,4.07,4,5,2354,12,6,Amazon,Drinks,Large Oversize,AMZ,5.4x11.0x3.3,0.88,11-10-2011
189,"illy Coffee, Classico Espresso Coffee Capsules, Medium Roast, 100% Arabica Coffee Beans, 21 Capsules",B001CRAWCQ,illy,19.99,3952,79000,630,7.59,2,5,7531,6,41,E.U. Xtores,Drinks,Large Oversize,MFN,4.7x4.9x4.7,1.01,3/20/2012
190,"Nescafe Dolce Gusto Americano Mexico Coffee Pods (Pack of 3, Total 36 Capsules) & Nescafe Espresso Intenso Coffee Pods (Pack of 3, Total 48 Capsules)",B09GK6K69L,Dolce Gusto,25.44,4127,104991,465,,1,5,2002,7,33,,Drinks,,AMZ,,,9/17/2021
191,"Cadbury Drinking Hot Chocolate, 500g",B0197TMGU6,Cadbury,2.5,2718,6795,575,3.45,10,5,1469,1,20,,Drinks,Large Oversize,AMZ,3.7x5.3x3.7,1.23,12-11-2015
192,"Simply Sugar Free Bubblegum Syrup, 1 Litre",B08Q18N4VQ,Simply,7.28,3411,24832,584,3.25,2,4,406,1,65,Amazon,Drinks,Large Oversize,AMZ,3.3x11.8x3.3,2.47,12-03-2020
193,"Nescafe Dolce Gusto Café Au Lait Decaffeinated Coffee Pods (Pack of 3, Total 48 Capsules)",B079211F5P,Dolce Gusto,10.5,3676,38598,570,4.11,15,5,1156,1,50,Amazon,Drinks,Large Oversize,AMZ,5.0x14.5x4.9,1.79,1/16/2018
194,Vita Coco - Pure Coconut Water (330ml x 12) - Naturally Hydrating - Packed with Electrolytes - Gluten Free - Full of Vitamin C & Potassium,B000LL0R8I,Vita Coco,12,3134,37608,576,6.46,25,5,5765,8,5,Amazon,Grocery,Large Oversize,AMZ,6.4x14.3x5.3,10.01,5/16/2011
195,Pelican Rouge Concerto Coffee Blend 1 kg,B0126VRQJS,Pelican Rouge,8.99,3814,34288,598,3.38,1,4,2178,3,33,Amazon,Drinks,Large Oversize,AMZ,6.5x13.0x3.2,2.25,07-12-2015
196,Galaxy Instant Hot Chocolate Drink 1000g,B006O00BW2,GALAXY,7.2,3356,24163,558,3.31,47,5,2208,4,28,E.U. Xtores,Drinks,Large Oversize,MFN,6.2x6.3x4.6,2.51,12/19/2011
197,"Kenco Duo Cappuccino Instant Coffee (Pack of 4, Total 24 Sachets)",B00KTAGUCI,Kenco,13.96,3626,50619,645,4.63,3,5,1441,6,0,Amazon,Drinks,Large Oversize,AMZ,5.9x11.3x5.7,1.87,9/23/2019
198,"Tassimo Baileys Latte Macchiato Coffee Pods (Pack of 5, Total 80 Coffee Capsules)",B074121MFK,Tassimo,17.5,1859,32533,860,6.82,6,5,2061,8,16,,Drinks,Large Oversize,AMZ,6.8x15.5x6.8,4.67,07-10-2017
199,"Pukka Herbs | Chamomile, Vanilla and Manuka Honey Organic Herbal Tea | Chamomile, Vanilla, Honey and Fennel | Perfect For Calming | 4 packs | 80 Sachets",B01CJXS1V0,Pukka Herbs,11.2,2991,33499,564,4.04,9,5,2482,9,869,Amazon,Drinks,Large Oversize,AMZ,5.9x11.0x3.3,0.77,6/22/2015
200,Wufuyuan Tapioca Pearl Black 1kg,B07SPSS91K,WuFuYuan,5.69,2398,13645,1140,3.12,13,5,2662,1,49,FOODFORFOODIES,Drinks,Large Oversize,FBA,7.6x10.2x2.2,2.23,06-04-2019
